subject,session,modality,direction,rsn_idx,rsn_name,scale_1,scale_2,scale_3,scale_4,scale_5,scale_6
5185,REST1,BOLD,PA,3,default_mode,0.5630120669079306,0.7643428827266958,0.7906645187567457,0.903711949667295,1.0933072364384164,1.1582043858703552
5185,REST1,BOLD,PA,4,cerebellum,1.0278518926501048,0.9456143467206597,0.7303261838016993,0.7316134613877414,0.7259370033829361,0.786143437233873
5185,REST1,BOLD,PA,5,sensorimotor,0.8565783045013029,0.8939722089184596,1.0381970251691985,1.092642121681606,1.262915339959386,1.2250262135237684
5185,REST1,BOLD,PA,6,auditory,0.6411333769814184,0.7904460915467447,1.0808182248676417,1.2039728043259361,1.059772455351846,1.2869218873066868
5185,REST1,BOLD,PA,7,executive_ctrl,0.8521690935258472,0.9498838136765918,0.9750351888697385,1.1339289605930096,1.0801785869792717,1.0765119416674438
5185,REST1,BOLD,PA,8,right_frontoparietal,0.4619737493456545,0.7322991281693213,0.9567317014326657,1.1145108747359078,1.1507980418386798,0.7860932930693897
5185,REST1,BOLD,PA,9,left_frontoparietal,0.652879795252496,0.8350652919515692,0.8715782640942581,1.09279831880269,1.180052620608284,1.1363526166509568
5185,REST2,BOLD,AP,0,medial_visual,1.0394989047726253,0.9739840481071732,0.8544153281560676,0.9424018758778409,0.9042785754261515,0.8064758658669484
5185,REST2,BOLD,AP,1,occipital_pole,0.4621393416001004,0.6912958995622223,0.9667801317965469,1.0921187593575614,1.1826954058786512,1.310944923878104
5185,REST2,BOLD,AP,2,lateral_visual,1.026370821418211,1.0114243735899289,0.8277373345327099,1.0602514207956635,1.2332691738143668,0.8038127484474648
5185,REST2,BOLD,AP,3,default_mode,0.658746377750579,0.8166635549244293,0.8948868232110015,1.1090835885354051,1.21700230461627,1.1349799328389845
5185,REST2,BOLD,AP,4,cerebellum,1.1478200765646387,1.036712086745411,0.7916560836034622,0.7342611032679399,0.7419373447293773,0.6678293725756556
5185,REST2,BOLD,AP,5,sensorimotor,0.4349274322392016,0.563883826851396,0.6639784459692886,0.7307298917089882,0.7856124082320388,0.6548283162578087
5185,REST2,BOLD,AP,6,auditory,0.5539141217917766,0.7624616730193563,0.908855753386637,0.982780473142988,1.2391942392892992,1.181993897607161
5185,REST2,BOLD,AP,7,executive_ctrl,1.1008857214960084,1.063657273634533,0.9276904753388824,1.0642108619507773,1.013533279429534,1.0687593255184287
5185,REST2,BOLD,AP,8,right_frontoparietal,0.6144106983161126,0.7799771187393159,0.9848534033114518,1.0842648402599682,1.1113513144455396,0.9517211688536555
5185,REST2,BOLD,AP,9,left_frontoparietal,0.4651657681372808,0.7223037648514009,0.9663011524488164,1.0372433422918175,1.164209571153923,1.1660535694636422
5185,REST2,BOLD,PA,0,medial_visual,0.9358834030503925,0.9522558805676702,0.8941198539800005,0.9405111637679437,0.9718605830289657,0.9054210596372512
5185,REST2,BOLD,PA,1,occipital_pole,0.7183416372660714,0.8718389693033213,0.9430049443443873,1.171182981502945,1.2196389210703353,1.1111124514323412
5185,REST2,BOLD,PA,2,lateral_visual,0.8156504381513001,1.0476138056034492,1.0540744342372081,1.1732738174371293,1.0264159974636207,1.2878542883066382
5185,REST2,BOLD,PA,3,default_mode,0.5486759566991715,0.7562777204356085,0.8726870943920231,1.013746068024868,1.114360645636249,1.1925441085023132
